date,ndvi,ebi,cloud_cover
2017-01-01,0.11541946473841212,-0.009521952284829733,6.339538
2017-01-04,0.12690804135166509,-0.013321975991917635,19.033825
2017-01-14,0.17878943455713836,-0.009458292120367895,0.015207
2017-01-14,0.1940558686902072,-0.009887728363617121,4.792972
2017-01-31,0.12282867353991961,-0.016149767299184745,13.305965
2017-02-13,0.2113855270936444,-0.009985531973391611,6.55994
2017-03-02,0.1907663144588315,-0.0131373093383595,29.683357
2017-03-12,0.19704228117242106,-0.013941378857201892,2.193855
2017-03-12,0.2747128973259153,-0.008697166713277157,0.019007
2017-04-01,0.1442908135138826,-0.01824613168862545,0.383851
2017-04-01,0.17238529443444567,-0.011977672991213727,0.469065
2017-04-04,0.22669340811265665,-0.012272958169919865,0.068797
2017-04-04,0.23870098568367093,-0.010814965681786975,2.704747
2017-04-06,0.16756483208538514,-0.0116109606343441,29.876533
2017-04-11,0.1254627822535432,-0.019559042159656627,18.485194
2017-04-14,0.21286040663006714,-0.014517035626626386,1.027343
2017-04-14,0.23869531147420028,-0.01232374517821213,0.131259
2017-04-16,0.1288427253195666,-0.0197731248455082,19.245769
2017-04-21,0.13189090644603474,-0.014910798086738484,0.057537
2017-04-29,0.20086815867544044,-0.01708012809446495,9.725123
2017-04-29,0.22441256762238576,-0.015284704858913773,14.118166
2017-05-04,0.1651806638310721,-0.017213109757104033,0.162912
2017-05-06,0.12790211146271147,-0.014912023865041585,23.299143
2017-05-11,0.10770912560503805,-0.022641602535675712,1.169011
2017-05-11,0.14843486286047144,-0.01613343358837506,1.627596
2017-05-14,0.21263122571323528,-0.015018678565229386,12.130038
2017-05-19,0.19996810448422817,-0.016163043178301854,0.043593
2017-05-21,0.11006183917795495,-0.023756685960911857,0.038779
2017-05-21,0.12487941703418036,-0.01642695899688585,0.041973
2017-05-26,0.1271154056223768,-0.015833218047944853,0.061082
2017-06-08,0.1285931384820994,-0.01850159536385773,8.256615
2017-06-08,0.18142084059234242,-0.016655064421860846,20.112024
2017-06-10,0.09800397253014172,-0.02336796552128416,28.720841
2017-06-10,0.09199594920724123,-0.017068796025320795,3.534996
2017-06-13,0.1589194909011648,-0.019684673814506098,0.361587
2017-06-13,0.1892682720405393,-0.01740380391853776,0.127957
2017-06-15,0.11368313212202892,-0.023708127542199357,2.661328
2017-06-18,0.1509314022076718,-0.020190274410815057,1.616665
2017-06-18,0.19334467053665214,-0.017359357774867346,0.377852
2017-06-20,0.09759988925340315,-0.02476193348806573,0.036951
2017-06-20,0.10644287216804313,-0.01690638576244975,0.058748
2017-06-23,0.17082169870964764,-0.017911417603323227,0.100666
2017-06-25,0.09440428598440076,-0.02401240684494972,0.08358
2017-06-25,0.1025597626423,-0.017138951069669207,0.060596
2017-06-28,0.14445096721853892,-0.020932866996135363,3.811244
2017-06-28,0.1890884806677068,-0.01761924335686085,11.749914
2017-07-03,0.15156204236483606,-0.020758760669479803,0.115746
2017-07-03,0.16989606450618305,-0.018078746264270137,0.246361
2017-07-10,0.07414243328436372,-0.02403990395530354,0.414796
2017-07-15,0.0938509470958964,-0.015779012129299788,10.02527
2017-07-20,0.06904923589303802,-0.022459373182433438,20.194256
2017-07-20,0.09356281795086158,-0.016491714233352255,4.38982
2017-07-23,0.11061896033566075,-0.01970193290939327,9.068137
2017-07-23,0.14828691832263088,-0.01667533225008071,8.647833
2017-07-28,0.12205117049340587,-0.01924127275162117,0.108684
2017-07-30,0.07341309332113265,-0.022748838007247814,2.173095
2017-07-30,0.09277425105640623,-0.01679764342393299,1.184874
2017-08-04,0.06599521034856635,-0.017319726172903258,15.545748
2017-08-04,0.05902311953568805,-0.01420708136922579,10.084889
2017-08-07,0.12332122620502822,-0.01854693760464764,2.008284
2017-08-07,0.153049847036581,-0.0150018330477937,20.99736
2017-08-12,0.11940250388514352,-0.018637752610679625,0.084003
2017-08-12,0.16513167007686844,-0.015654117241581597,0.917626
2017-08-14,0.10662207845438314,-0.02313767262325442,1.052372
2017-08-14,0.09523587020152105,-0.016775700179883817,0.087919
2017-08-17,0.12484847099645577,-0.01904755546762355,0.002182
2017-08-19,0.0886386611200702,-0.02338999787906986,0.041181
2017-08-22,0.1273027018173015,-0.018908931713774977,0.435616
2017-08-24,0.08649339900880848,-0.02279747587087507,13.632433
2017-08-24,0.07124927302099374,-0.015913862812557206,1.330875
2017-08-27,0.16611969079712374,-0.016036391543611635,8.237487
2017-08-29,0.07868771415765853,-0.02226381773357553,22.345434
2017-08-29,0.0837476959027659,-0.01566538800275752,20.85965
2017-09-01,0.12318818779128674,-0.018606161375555964,8.288223
2017-09-01,0.1687788841550718,-0.015514235417080545,3.377041
2017-09-06,0.11920848381405044,-0.018732143079953606,0.818681
2017-09-06,0.16107893782647645,-0.01585411318624487,7.009337
2017-09-11,0.11683590138274652,-0.01688729658044936,3.087469
2017-09-13,0.04824250809414702,-0.0036196400945878583,22.553945
2017-09-18,0.09505846262896907,-0.022043495014465786,0.024761
2017-09-18,0.11077766119260507,-0.015711890324759427,0.03567
2017-09-26,0.14901697814435602,-0.018326612100736182,0.294251
2017-09-26,0.1725743754288929,-0.015968004036844098,0.234959
2017-09-28,0.10124565787540331,-0.02211613323265245,0.031818
2017-09-28,0.10600131310806683,-0.015678273788373224,0.04396
2017-10-01,0.1460654440377375,-0.01843710432665494,0.346714
2017-10-03,0.10819672818519233,-0.021669282989843223,6.925756
2017-10-03,0.1236558246305373,-0.015281069276272678,0.898821
2017-10-06,0.17675537158003288,-0.01740917586766027,0.015251
2017-10-08,0.11922529086522769,-0.015571764362940487,0.048916
2017-10-11,0.14166283932625426,-0.01871406960469516,28.723684
2017-10-13,0.10862538034782593,-0.021497709283926827,0.073988
2017-10-13,0.12031009878571071,-0.015124216013258675,0.053991
2017-10-16,0.17122947777494057,-0.017951635709772075,2.41637
2017-10-16,0.1776571118008793,-0.01590907633424463,2.593326
2017-10-21,0.13650641849719208,-0.01754996937748841,0.003608
2017-10-21,0.18531515731695072,-0.014743137897353707,0.023724
2017-10-23,0.11047308261259954,-0.021485121344583732,0.042588
2017-10-23,0.10669034251058798,-0.015046908227401302,0.053886
2017-10-26,0.1675929776319806,-0.01784041412311336,2.02E-4
2017-10-28,0.10350447223936747,-0.02158253171727024,0.032648
2017-11-02,0.13362587523808447,-0.014785215668683564,5.350016
2017-11-10,0.1527783627229003,-0.01771820381889764,19.793038
2017-11-10,0.19475500334441953,-0.014751342400831159,2.791923
2017-12-05,0.20835940327571884,-0.014396848554830774,8.716202
2017-12-07,0.11749595946125584,-0.01463142528238451,0.445341
2017-12-12,0.11974781738190103,-0.02087451233417599,1.727725
2017-12-12,0.10961077437042097,-0.014323505430613262,15.354136
2017-12-15,0.1576725761789437,-0.017167303680045418,0.012805
2017-12-15,0.21048362621872418,-0.014325705092345828,2.158981
2017-12-17,0.1299118923511913,-0.013533006160722595,0.134039
2017-12-20,0.2055386447371115,-0.008630362331373705,4.304705
2017-12-22,0.11627539715581509,-0.02048698954807696,0.763461
2017-12-27,0.11082694980822638,-0.020992757569826728,0.353114
2017-12-27,0.1431051687134664,-0.014492546882838075,0.032381
2018-01-01,0.13290922063057478,-0.013090924748257394,17.024523
2018-01-04,0.19172752527677836,-0.014123688733014195,9.084545
2018-01-11,0.10376267046672344,-0.018138295359444778,0.027143
2018-01-11,0.1196967408827167,-0.012112400158968353,0.025962
2018-01-14,0.12092493219018013,-0.012022269497741725,24.935056
2018-01-19,0.15177968334767034,-0.014744714899266388,3.321887
2018-01-19,0.19260503403442344,-0.012870116162486622,14.439009
2018-01-21,0.11023407919938608,-0.018679032850143072,27.719185
2018-01-24,0.16965484269095893,-0.015072987625816499,14.841807
2018-01-24,0.2234800414782495,-0.013490363094425105,19.85601
2018-01-26,0.11120272769925872,-0.019713249303632645,0.032362
2018-01-26,0.12305465275615941,-0.013411550759313363,6.239203
2018-01-29,0.21472681883124353,-0.012663799530837542,0.35121
2018-01-31,0.10843142015344467,-0.01915702424097106,0.449856
2018-01-31,0.09780415894009824,-0.012694663128658336,0.713797
2018-02-03,0.17305080874991133,-0.014383757301795908,4.0E-5
2018-02-03,0.21555029142451052,-0.012491899890870352,0.005371
2018-02-05,0.11199926817082595,-0.020084759081070068,0.023026
2018-02-18,0.17985206561161132,-0.013839773766031915,26.952559
2018-02-18,0.2147167447828397,-0.012378501904028522,2.966102
2018-02-20,0.11959141767175227,-0.020398817611590642,6.415386
2018-02-25,0.1135639239301645,-0.020949289544974103,0.510069
2018-02-25,0.10955785872327208,-0.01455185709589959,0.71337
2018-03-02,0.11114480704419731,-0.013942864405018919,1.375311
2018-03-05,0.18918604689807966,-0.015303427604260155,0.046702
